dataset,column,dtype,null_pct,n_unique,source,meaning,example_values
prediction_2025,player_height_cm,float64,0.0,40,Engineered/Merged,Player height in centimeters,180.0 (149); 185.0 (147); 188.0 (130)
prediction_2025,player_weight_kg,float64,0.0,47,Engineered/Merged,Player weight in kilograms,75.0 (153); 70.0 (136); 76.0 (117)
prediction_2025,player_bmi,float64,0.0,556,Engineered/Merged,Body Mass Index computed from height and weight,23.148148148148145 (31); 22.530864197530864 (20); 22.39541341933172 (19)
prediction_2025,api_avg_rating_missing,int64,0.0,2,API-Football,Missing-value indicator flag for companion column,0 (2068); 1 (8)
prediction_2025,log_minutes,float64,0.0,1380,Engineered/Merged,Merged or engineered feature,7.901377353792616 (19); 7.996653875462607 (11); 5.198497031265826 (9)
prediction_2025,minutes_share_3420,float64,0.0,1380,Engineered/Merged,Merged or engineered feature,0.7894736842105263 (19); 0.868421052631579 (11); 0.0526315789473684 (9)
prediction_2025,minutes_per_appearance,float64,0.0,1678,Engineered/Merged,Merged or engineered feature,90.0 (133); 1.0 (8); 45.0 (7)
prediction_2025,start_rate,float64,0.0,262,Engineered/Merged,Merged or engineered feature,1.0 (304); 0.0 (136); 0.5 (53)
prediction_2025,minutes_per_start,float64,0.0,1396,Engineered/Merged,Merged or engineered feature,90.0 (138); 0.0 (136); 85.0 (8)
prediction_2025,sub_appearance_rate,float64,0.0,262,Engineered/Merged,Merged or engineered feature,0.0 (304); 1.0 (136); 0.5 (53)
prediction_2025,understat_goals_per90,float64,0.0,1022,Understat,Rate per 90 minutes,0.0 (938); 0.3050847457627119 (3); 0.1255230125523012 (3)
prediction_2025,understat_xg_per90,float64,0.0,1814,Understat,Rate per 90 minutes,0.0 (261); 0.0770309344800786 (2); 0.0854976423690205 (2)
prediction_2025,understat_np_goals_per90,float64,0.0,1000,Understat,Rate per 90 minutes,0.0 (957); 0.1255230125523012 (4); 0.1056338028169014 (3)
prediction_2025,understat_np_xg_per90,float64,0.0,1814,Understat,Rate per 90 minutes,0.0 (261); 0.0770309344800786 (2); 0.0854976423690205 (2)
prediction_2025,understat_assists_per90,float64,0.0,953,Understat,Rate per 90 minutes,0.0 (1000); 0.0333333333333333 (6); 0.064516129032258 (4)
prediction_2025,understat_xa_per90,float64,0.0,1822,Understat,Rate per 90 minutes,0.0 (254); 0.05639668128472 (2); 0.1505456880000122 (1)
prediction_2025,understat_shots_per90,float64,0.0,1678,Understat,Rate per 90 minutes,0.0 (261); 0.9183673469387756 (4); 4.090909090909091 (4)
prediction_2025,understat_key_passes_per90,float64,0.0,1655,Understat,Rate per 90 minutes,0.0 (253); 0.3377110694183864 (4); 0.1 (4)
prediction_2025,understat_xg_chain_per90,float64,0.0,2023,Understat,Rate per 90 minutes,0.0 (52); 0.2202699671330174 (2); 0.159082687927107 (2)
prediction_2025,understat_xg_buildup_per90,float64,0.0,1998,Understat,Rate per 90 minutes,0.0 (77); 0.1703680827404201 (2); 0.159082687927107 (2)
prediction_2025,shot_on_target_rate,float64,0.0,230,Engineered/Merged,Merged or engineered feature,0.0 (482); 0.5 (188); 0.3333333333333333 (116)
prediction_2025,goal_conversion_rate,float64,0.0,191,Engineered/Merged,Merged or engineered feature,0.0 (941); 0.2 (78); 0.25 (62)
prediction_2025,dribble_success_rate,float64,0.0,362,Engineered/Merged,Merged or engineered feature,0.0 (340); 0.5 (169); 1.0 (145)
prediction_2025,duel_win_rate,float64,0.0,1285,Engineered/Merged,Merged or engineered feature,0.5 (74); 1.0 (54); 0.0 (43)
prediction_2025,goals_minus_xg,float64,0.0,1814,Engineered/Merged,Merged or engineered feature,0.0 (261); -0.9497385416179892 (2); -0.834077 (2)
prediction_2025,np_goals_minus_np_xg,float64,0.0,1814,Engineered/Merged,Merged or engineered feature,0.0 (261); -0.9497385416179892 (2); -0.834077 (2)
prediction_2025,assists_minus_xa,float64,0.0,1822,Engineered/Merged,Merged or engineered feature,0.0 (254); -0.4274626662954688 (2); -1.1600791784003377 (1)
prediction_2025,xg_xa_per90,float64,0.0,1901,Engineered/Merged,Rate per 90 minutes,0.0 (174); 0.1334276157647986 (2); 0.0854976423690205 (2)
prediction_2025,np_xg_xa_per90,float64,0.0,1901,Engineered/Merged,Rate per 90 minutes,0.0 (174); 0.1334276157647986 (2); 0.0854976423690205 (2)
prediction_2025,goals_assists_per90,float64,0.0,636,Engineered/Merged,Rate per 90 minutes,0.0 (661); 0.123 (11); 0.21 (8)
prediction_2025,cards_per90,float64,0.0,1367,Engineered/Merged,Rate per 90 minutes,0.0 (449); 0.0333333333333333 (7); 0.4265402843601896 (5)
prediction_2025,api_minutes_pos_season_pct,float64,0.0,1774,API-Football,Percentile rank within season and model position,0.8013245033112583 (15); 0.9602649006622516 (9); 0.9072847682119204 (7)
prediction_2025,api_avg_rating_pos_season_pct,float64,0.0,1468,API-Football,Percentile rank within season and model position,0.6750358680057389 (6); 0.2022955523672883 (5); 0.782016348773842 (5)
prediction_2025,goals_assists_per90_pos_season_pct,float64,0.0,963,Engineered feature,Percentile rank within season and model position,0.2008608321377331 (279); 0.1049046321525885 (153); 0.4701986754966887 (141)
prediction_2025,xg_xa_per90_pos_season_pct,float64,0.0,1901,Engineered feature,Percentile rank within season and model position,0.2980132450331126 (89); 0.0308464849354375 (42); 0.0156675749318801 (22)
prediction_2025,np_xg_xa_per90_pos_season_pct,float64,0.0,1901,Engineered feature,Percentile rank within season and model position,0.2980132450331126 (89); 0.0308464849354375 (42); 0.0156675749318801 (22)
prediction_2025,understat_xg_chain_per90_pos_season_pct,float64,0.0,2023,Understat,Percentile rank within season and model position,0.0143472022955523 (19); 0.0102179836512261 (14); 0.0141700404858299 (13)
prediction_2025,understat_xg_buildup_per90_pos_season_pct,float64,0.0,1998,Understat,Percentile rank within season and model position,0.027327935222672 (26); 0.0179340028694404 (24); 0.0149863760217983 (21)
prediction_2025,api_tackles_total_per90_pos_season_pct,float64,0.0,1594,API-Football,Percentile rank within season and model position,0.3410596026490066 (102); 0.0445344129554655 (43); 0.0208034433285509 (28)
prediction_2025,api_duels_won_per90_pos_season_pct,float64,0.0,1846,API-Football,Percentile rank within season and model position,0.0529801324503311 (15); 0.0121457489878542 (11); 0.0078909612625538 (10)
prediction_2025,api_passes_key_per90_pos_season_pct,float64,0.0,1513,API-Football,Percentile rank within season and model position,0.3112582781456953 (93); 0.0624103299856527 (86); 0.0279291553133514 (40)
prediction_2025,shot_on_target_rate_pos_season_pct,float64,0.0,402,Engineered feature,Percentile rank within season and model position,0.1413199426111908 (196); 0.5 (150); 0.0626702997275204 (91)
prediction_2025,duel_win_rate_pos_season_pct,float64,0.0,1525,Engineered feature,Percentile rank within season and model position,0.8609271523178808 (43); 0.5544959128065395 (27); 0.242467718794835 (27)
