dataset,column,count,mean,std,min,5%,25%,50%,75%,95%,max,skew
historical_2015_2024,understat_xg_buildup_per90_pos_season_pct,19718.0,0.5010143016533117,0.28864775377147356,0.0107142857142857,0.0464015151515151,0.2511520737327189,0.5011764771016033,0.7511520737327189,0.9511402795717157,1.0,0.0011473293540758727
historical_2015_2024,api_tackles_total_per90_pos_season_pct,19718.0,0.5010143016533117,0.26735617280320223,0.0115606936416184,0.07790152216691741,0.3455056179775281,0.4243214037051585,0.7344357976653697,0.9507668902136114,1.0,0.18648400973147797
historical_2015_2024,api_duels_won_per90_pos_season_pct,19718.0,0.5010143016533117,0.2880449703795981,0.0028901734104046,0.058316252084491364,0.24463795470144128,0.5007107496463932,0.751177861192311,0.9511494252873564,1.0,0.013458412260061706
historical_2015_2024,api_passes_key_per90_pos_season_pct,19718.0,0.5010143016533117,0.2842642559269496,0.0269938650306748,0.0531767955801105,0.2731390320206109,0.48234807230147775,0.7510722352210626,0.9509832421828216,1.0,0.05009817561977258
historical_2015_2024,shot_on_target_rate_pos_season_pct,19718.0,0.5010143016533117,0.27533557156400656,0.0483870967741935,0.0796019900497512,0.268176400476758,0.5,0.7306501547987616,0.9472586373910232,1.0,0.03798215435008332
historical_2015_2024,duel_win_rate_pos_season_pct,19718.0,0.5010143016533116,0.2879118869886268,0.0028901734104046,0.0583726415094339,0.2434586466165413,0.5011467889908257,0.7507142857142857,0.9463742976332368,1.0,0.010089498749443272
prediction_2025,player_season_uid,2057.0,125646.01166747691,141651.7909230108,5.0,494.20000000000016,15723.0,46815.0,237249.0,402086.39999999997,522609.0,0.8994606257634802
prediction_2025,season,2057.0,2025.0,0.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,0.0
prediction_2025,league_id,2057.0,91.83811375789985,40.86712769942916,39.0,39.0,61.0,78.0,135.0,140.0,140.0,0.05067009943812787
prediction_2025,api_player_id,2057.0,125646.01166747691,141651.7909230108,5.0,494.20000000000016,15723.0,46815.0,237249.0,402086.39999999997,522609.0,0.8994606257634802
prediction_2025,api_team_id,2057.0,307.6490034030141,249.70643715577617,33.0,39.0,83.0,172.0,523.0,797.0,895.0,0.5382358751331204
prediction_2025,target_market_value_eur,0.0,,,,,,,,,,
prediction_2025,target_market_value_log,0.0,,,,,,,,,,
prediction_2025,last_market_value_eur,2057.0,12966103.54885756,18796894.676697012,50000.0,500000.0,2500000.0,6000000.0,16000000.0,45000000.0,200000000.0,3.807781231685019
prediction_2025,last_market_value_log,2057.0,15.589503305211913,1.3590175879772362,10.819798284210286,13.122365377402328,14.731801689838347,15.607270193858982,16.588099342704055,17.622173069956816,19.11382792951231,-0.3322966464558314
prediction_2025,has_last_market_value,2057.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
prediction_2025,api_league_id,2057.0,91.83811375789985,40.86712769942916,39.0,39.0,61.0,78.0,135.0,140.0,140.0,0.05067009943812787
prediction_2025,api_season,2057.0,2025.0,0.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0,0.0
prediction_2025,api_squad_rows,2057.0,24.580943121050073,7.531541101720112,1.0,9.0,21.0,27.0,30.0,33.0,34.0,-1.1473864712093138
prediction_2025,api_appearances,2057.0,19.643169664560038,8.964046390527589,1.0,2.0,13.0,22.0,27.0,31.0,34.0,-0.5153865153361498
prediction_2025,api_starts,2057.0,14.17209528439475,9.549051083230117,0.0,0.0,6.0,14.0,22.0,30.0,34.0,0.15943629164038234
prediction_2025,api_sub_appearances,2057.0,5.471074380165289,4.8087210478019875,0.0,0.0,1.0,4.0,9.0,15.0,22.0,0.8796710430892337
prediction_2025,api_minutes,2057.0,1276.0038891589693,810.5999867420846,1.0,65.0,582.0,1233.0,1919.0,2652.2,3060.0,0.17847987447197786
prediction_2025,api_avg_rating,2057.0,6.811457462323772,0.27934215952050706,5.123,6.3918,6.63,6.807,6.972,7.26,9.6,0.6030848785780265
prediction_2025,api_offsides,2057.0,2.0865337870685465,3.583943127261704,0.0,0.0,0.0,1.0,3.0,9.0,38.0,3.250228245055559
prediction_2025,api_shots_total,2057.0,11.674769081186193,13.034289940707204,0.0,0.0,2.0,8.0,16.0,39.0,95.0,1.985319427409079
prediction_2025,api_shots_on,2057.0,5.470588235294118,7.018543760053619,0.0,0.0,1.0,3.0,7.0,20.0,62.0,2.3270073433720175
prediction_2025,api_goals_total,2057.0,1.723869713174526,2.7590634158049774,0.0,0.0,0.0,1.0,2.0,8.0,32.0,3.0473088654884215
prediction_2025,api_goals_conceded,2057.0,1.7758872143898883,7.737160948042333,0.0,0.0,0.0,0.0,0.0,13.0,68.0,4.862126236664836
prediction_2025,api_goals_assists,2057.0,1.1925133689839573,1.740701352719392,0.0,0.0,0.0,1.0,2.0,5.0,18.0,2.6849192563913915
prediction_2025,api_goals_saves,2057.0,3.7754010695187166,16.516090422594974,0.0,0.0,0.0,0.0,0.0,25.0,122.0,4.753582334025707
prediction_2025,api_passes_total,2057.0,572.9450656295576,466.29699708498526,0.0,23.0,196.0,457.0,848.0,1453.1999999999998,2745.0,1.0377520405388319
